num-noise-0,num-noise-1,num-2,num-3,num-4,num-5,num-6,num-7,num-8,num-9,class
-0.17088282108898928,1.1744834989617203,2500.774828285615,3499.3975058306787,4500.966054742621,5500.927128880558,6500.651892311681,7499.395911213928,8500.442721029134,9500.406869310522,class1
0.0630136522288825,-1.1267934304572123,2499.4196341545958,3500.6767639184695,4500.213193913514,5500.6996238920165,6499.710661029785,7501.240386419785,8501.688077204904,9499.303584115825,class0
-0.08430910657890635,1.592170995597362,2499.791362800632,3502.4183548065207,4501.241498283836,5501.97789866584,6500.658442876782,7501.082569320284,8501.850456732547,9499.866773187752,class1
0.8253353907264869,-1.3794721594115078,2501.5424776795794,3501.363918863504,4500.487538341483,5500.687286415387,6501.301393622728,7500.830712706897,8500.93824511304,9501.297035632051,class1
0.4549806308434982,-0.008988209807410991,2502.5971730355,3503.620538876215,4502.197418383446,5501.870557590813,6502.960034643917,7502.5189934523705,8502.530059129633,9501.638331796225,class2
-0.07813384061210793,-1.0157742511455736,2501.3964741460036,3502.2087652584587,4501.074711435259,5500.25583156504,6500.795839604369,7502.840056891176,8503.168064542804,9502.34069017136,class2
-0.42186213443323217,-0.5471365263953645,2501.5172053394977,3501.325492085604,4501.589856006034,5501.846643698598,6500.012036532382,7499.475437159281,8501.417168207847,9500.419635170736,class1
0.46661446283386737,0.10997052076391163,2500.3112756861,3501.3622839692175,4502.044623110262,5499.516609941907,6500.982754126779,7501.705635559043,8500.032758800779,9499.996083840984,class1
-0.26594583400543503,1.333422960627326,2499.3736273016025,3501.3410956575813,4501.916871802685,5501.221580587231,6501.966537346341,7504.684083353863,8500.359388094399,9499.951061707607,class1
0.9736686678438192,1.615319183785228,2498.931621876606,3501.2387948351097,4499.984840338057,5498.20136263167,6500.2715231319335,7501.393289893302,8500.870521564348,9498.799501003845,class0
1.208011862117039,-0.25946147243696704,2501.302933623744,3503.977008805924,4501.966866628026,5500.005634029596,6501.435878489414,7501.764340400136,8502.37487149105,9502.081999209488,class1
-0.06644013506487648,-1.5052750360492477,2502.411708181828,3503.1494137471773,4499.965911508131,5501.403399626268,6499.178880484803,7501.193056163054,8500.734109804624,9501.284890067927,class1
-0.9043165337086447,-0.7077137836275633,2502.9663822101256,3501.0195212619888,4502.60346903096,5503.066969635169,6502.28455457279,7504.516725831773,8501.582962655595,9502.727661359111,class2
-1.0339885680806484,0.6582422540992614,2500.0542814287305,3502.6993524093946,4499.039996196066,5501.8737112786,6500.261529415693,7499.264973689826,8500.17828874115,9500.407827091096,class0
-0.13441271092733298,0.09300254831079324,2502.2721784128657,3501.809816460482,4501.523037320481,5502.070438106366,6501.4971294236375,7501.5473281987315,8501.687041369498,9502.24358423893,class2
0.7432430797685359,0.9242380934024138,2500.8226545334273,3499.194760796218,4500.127716639564,5498.548245383223,6498.3312100353805,7499.268973607209,8498.983250287487,9499.602924246587,class0
2.2646088429460943E-4,-1.1515539339915117,2502.242102519317,3502.74707371742,4500.937350296431,5500.772285430066,6503.411851009399,7502.142014572808,8502.146439841155,9502.523609828073,class2
